event_id,user_id,session_id,time,session_time,platform,device_type,country,region,city,ip,referrer,landing_page,browser,utm_source,utm_campaign,utm_medium,utm_term,utm_content,domain,query,path,hash,title
5489851308116575,2522462276641855,8091492073385069,2019-06-08 00:02:55.443,2019-06-08 00:02:55.443,iOS 12.3.1,Mobile,China,Beijing,Beijing,114.240.199.227,https://m.baidu.com/baidu.php?sc.a00000apJPO0FYNyJ1mPtGb4x1R9mOA0MQ-WwrfyZ49pSZeSEWllNEvIoDpbsfKOrEUzBTaynJvUG8xHjFeCIWRC-hiDEh4uaFjZECc5lE8euKmWTbE2MKDMCUsCAoRTCF0SkBAY0TQFXzSvVvi35Ch3RVFqmcSeV_3GvCHppRulwj3Agi41LIKVP0sfrf8EyCJOZwbT5kJ8M2Bxuf.DR_NR2Ar5Od6,www.wework.cn/activity/sh_bj_general,Mobile Safari UI/WKWebView 12.3.1,ads-baidu,l-pek-闪投-WAP,cpc,link1,橱窗pek,www.wework.cn,?utm_source=ads-baidu&utm_medium=cpc&utm_term=link1&utm_content=%E6%A9%B1%E7%AA%97pek&utm_campaign=l-pek-%E9%97%AA%E6%8A%95-WAP&ag_kwid=15916-8-e621e0ef9bb50b12.3a03a1072c7fdc5f_m&bd_vid=8862966230702143426,/activity/sh_bj_general,,WeWork 全球创造者社区，不仅是联合办公
3502581971147316,7670320366358890,7188854953112018,2019-06-08 00:02:59.503,2019-06-08 00:02:59.503,Windows 7,Desktop,China,Shanghai,Shanghai,211.95.36.25,,beta.wework.cn/,Chrome 66.0.3359,catchpoint,,,,,beta.wework.cn,?REACT_APP_API_URL=https://api-beta.wework.cn&utm_source=catchpoint,/,,WeWork 全球创造者社区，不仅是联合办公
5557084299216666,1443815122162185,5272818282116,2019-06-08 00:03:06.055,2019-06-08 00:03:06.055,Windows 7,Desktop,China,,,114.116.184.183,,www.wework.cn/,Chrome 61.0.3163,,,,,,www.wework.cn,,/,,WeWork 全球创造者社区，不仅是联合办公
3072584352690952,3601178357958607,8507443000583362,2019-06-08 00:03:21.062,2019-06-08 00:03:21.062,Android 8.1,Mobile,China,Jiangsu,Suzhou,223.104.4.249,https://m.baidu.com/baidu.php?sc.a00000apJPO0FYNyJkENHKC4Uiwrvmjp-HYeRX6W7qwcO1U4GAYMcYksq2BngnvLd5N-yZMYQ4Z653YHxLeGhMm9KlGaTYED97v8eCC3-zlyZw9GmLK-U_X_jQHJqjOQYCDTNDHJjcdadwKRup2B3UOcByvM6vxudWIWlzE1KmrzBlbUU7-L9ldiL1mmdVLFTR_HXMagGnPYxTT3Os.7b_NR2Ar5Od6,www.wework.cn/page/suzhouzhongxin,Chrome Mobile 53.0.2785,ads-baidu,l-szv-b-suzhouzhongxin-d-m,cpc,共享办公位出租,,www.wework.cn,?utm_medium=cpc&utm_source=ads-baidu&utm_campaign=l-szv-b-suzhouzhongxin-d-m&utm_term=%E5%85%B1%E4%BA%AB%E5%8A%9E%E5%85%AC%E4%BD%8D%E5%87%BA%E7%A7%9F,/page/suzhouzhongxin,,苏州中心广场B座
5382047035663001,4794144724911132,8476507931911659,2019-06-08 00:03:41.767,2019-06-08 00:03:41.767,Windows 10,Desktop,China,Beijing,,106.13.54.18,,www.wework.cn/,Chrome 73.0.3683,,,,,,www.wework.cn,,/,,WeWork 全球创造者社区，不仅是联合办公
2140185362804383,6593244794361006,1565405206667492,2019-06-08 00:03:45.723,2019-06-08 00:03:45.723,Android 8.0,Mobile,China,Beijing,Beijing,114.244.192.89,http://m.baidu.com/baidu.php?sc.a00000apJPO0FYNyJYEBiEfLZe2np0_Qa4ZkQdan6Bq4CstvCyUXqqDC4Lkgiln5pTtFlschu6K9KeMvHdqVf7Rw0Bu28-5agwKUw1r9MYkiU9gBDRmdss0PGT5Pe4w8er-iXyq-p9e7rpvwyqJkSDT8O3jX5Xb1AcYvBCApQ0tWW-nNsO-luAO_3PVOMkUPQsZp_XHg_OXXr0cQZ6.7b_NR2Ar5Od66,www.wework.cn/activity/sh_bj_general,Android 8.0,ads-baidu,l-pek-高转化词BJ-WAP,cpc,办公楼+出租,通用词,www.wework.cn,?utm_source=ads-baidu&utm_medium=cpc&utm_term=%E5%8A%9E%E5%85%AC%E6%A5%BC%2B%E5%87%BA%E7%A7%9F&utm_content=%E9%80%9A%E7%94%A8%E8%AF%8D&utm_campaign=l-pek-%E9%AB%98%E8%BD%AC%E5%8C%96%E8%AF%8DBJ-WAP&src=Baidu&medium=PPC&ag_kwid=15916-3-2933e1292da73af2.237e1d0b7a679ec3_m&bd_vid=8871588437196006180,/activity/sh_bj_general,,WeWork 全球创造者社区，不仅是联合办公
5804104643144270,4111708821450419,5608454704990511,2019-06-08 00:03:51.829,2019-06-08 00:03:51.829,Linux,Desktop,China,Shanghai,Shanghai,203.208.140.115,,www.wework.cn/,Chrome 68.0.3440,,,,,,www.wework.cn,,/,,WeWork 全球创造者社区，不仅是联合办公
7483281694554698,4493044282388592,6542093711385178,2019-06-08 00:04:13.618,2019-06-08 00:04:13.618,Android 8.1,Mobile,China,Hubei,Wuhan,27.18.212.166,https://m.baidu.com/baidu.php?url=a00000apJPO0FYNyJqHCFFjfam7fx-gAuKKQreqFFYXOTbjNCxEP7in9bbCKOdMtQS7zN9M00O6wf1pMm2VP-7jXrArOvt1IGZmPYtQEAX7NSpGiXSzrrpUf7UnUTFjwDoWU0HuAN9Bz2cym4fwtrEexNYnLwG-Ha7nWVf0U62alPhsyEX6Oho6vM-h9Ii1WTnajEZohJxQSE3QDBs.Db_NR2Ar5Od,www.wework.cn/activity/sh_bj_general,Chrome Mobile 62.0.3202,ads-baidu,l-wuh-闪投-WAP,cpc,link1,橱窗wuh,www.wework.cn,?utm_source=ads-baidu&utm_medium=cpc&utm_term=link1&utm_content=%E6%A9%B1%E7%AA%97wuh&utm_campaign=l-wuh-%E9%97%AA%E6%8A%95-WAP&ag_kwid=15916-41-f0ff7295c40eed65.1ab1dec571ea21a6_m,/activity/sh_bj_general,,WeWork 全球创造者社区，不仅是联合办公
7556359148785506,7478551826743341,8885811445006977,2019-06-08 00:04:24.058,2019-06-08 00:04:24.058,Android 8.1,Mobile,China,Shanghai,Shanghai,180.169.179.190,http://www.sogou.com/bill_un?v=1&p=WJeCU6Vr919UE$BJ61iVfZPHpF1UwWxPaRn8nEmFX2ZYAMRxWsJuLWin6$q27uz8TqYsUslA3JcdWzOg0Z$jfGQRY4MjwwkdW5ayj$aQ2EVq9JhN@NEETsKWsGtZONHcsCxi@uxDMIUCHTQXnRd8bohdT4Lh5zQME4@WaqCcmTCTDs35kZDTO0EH4gZtEEZsJdpHAQNEaifMMbIOXUrEEgfLTnmsf,www.wework.cn/page/internetcenter,Chrome Mobile 62.0.3202,ads-sogou?utm_campaign=l-sha-高转化全国-WAP?utm_term=孵化器,l-sha-高转化全国-WAP?utm_term=孵化器,cpc,孵化器,,www.wework.cn,?utm_medium=cpc&utm_source=ads-sogou?utm_campaign=l%2Dsha%2D%E9%AB%98%E8%BD%AC%E5%8C%96%E5%85%A8%E5%9B%BD%2DWAP?utm_term=%E5%AD%B5%E5%8C%96%E5%99%A8,/page/internetcenter,,WeWork 全球创造者社区，不仅是联合办公
4261961105795178,5928684030453116,7335177063543116,2019-06-08 00:04:38.449,2019-06-08 00:04:38.449,Linux,Desktop,China,Shanghai,Shanghai,203.208.140.114,,www.wework.cn/,Chrome 68.0.3440,,,,,,www.wework.cn,,/,,WeWork 全球创造者社区，不仅是联合办公
1811261433871930,5691867514130742,768825810030883,2019-06-08 00:04:49.540,2019-06-08 00:04:49.540,Linux,Desktop,United States,New York,New York,199.47.78.34,,www.wework.cn/,Chrome 68.0.3440,,,,,,www.wework.cn,,/,,WeWork 全球创造者社区，不仅是联合办公
1360840713715981,4782435300336757,8068389932741618,2019-06-08 00:04:55.958,2019-06-08 00:04:55.958,Android 7.0,Mobile,China,Zhejiang,Jinhua,112.10.219.244,http://aden.baidu.com/?word=%E5%A5%B3%E6%80%A7%E8%B5%9A%E9%92%B1&k_words=%E5%85%BC%E8%81%8C%E8%B5%9A%E9%92%B1%E6%96%B9%E6%B3%95%5F%E5%A5%B3%E6%80%A7%E5%88%9B%E4%B8%9A%E5%B0%8F%E9%A1%B9%E7%9B%AE%5F%E5%AE%B6%E5%BA%AD%E5%A6%87%E5%A5%B3%E5%88%9B%E4%B8%9A%5F%E6,www.wework.cn/activity/sh_bj_general,Chrome Mobile 51.0.2704,ads-baidu,l-hgh-人群词HZ-WAP,cpc,创业小项目,创业项目,www.wework.cn,?utm_source=ads-baidu&utm_medium=cpc&utm_term=%E5%88%9B%E4%B8%9A%E5%B0%8F%E9%A1%B9%E7%9B%AE&utm_content=%E5%88%9B%E4%B8%9A%E9%A1%B9%E7%9B%AE&utm_campaign=l-hgh-%E4%BA%BA%E7%BE%A4%E8%AF%8DHZ-WAP&src=Baidu&medium=PPC&ag_kwid=15916-40-4af4e294ad23626b.0f7ee5e44a2c90e4_m,/activity/sh_bj_general,,WeWork 全球创造者社区，不仅是联合办公
2442713223130150,1493271239973950,103823623667489,2019-06-08 00:06:02.821,2019-06-08 00:06:01.085,Android,Mobile,China,Guangdong,Huizhou,183.39.39.28,https://m.baidu.com/baidu.php?sc.a00000apJPO0FYNyJd_w0zyN6fivXHC8nq-3-QcAcsOusrWH3FtFQu4yOnH-kI-vVELM0Gt1cxgd5Zmf_EKtqiXCcpw1uTdmexImqeh8smjuMWd8tQae-eKCLJVTAysSM0MdqgAz7JMOkzC87HatYey1qaYPlxyyVrmn4v7KmNf4kcPa2fV5tFC649xs98-2EBj-97htS2fewOlV9f.7D_NR2Ar5Od6,www.wework.cn/activity/sh_bj_general,Chrome 70.0.3538,ads-baidu,l-szx-通用词SZ-WAP,cpc,办公室+出租,深圳-办公室-出租,www.wework.cn,?utm_source=ads-baidu&utm_medium=cpc&utm_term=%E5%8A%9E%E5%85%AC%E5%AE%A4%2B%E5%87%BA%E7%A7%9F&utm_content=%E6%B7%B1%E5%9C%B3-%E5%8A%9E%E5%85%AC%E5%AE%A4-%E5%87%BA%E7%A7%9F&utm_campaign=l-szx-%E9%80%9A%E7%94%A8%E8%AF%8DSZ-WAP&src=Baidu&medium=PPC&ag_kwid=15916-40-e7448a8211c55231.a045130d70e8d854_m,/activity/sh_bj_general,,WeWork 全球创造者社区，不仅是联合办公
5757700722724082,3631256661303910,8890128919643767,2019-06-08 00:06:26.898,2019-06-08 00:06:26.898,Android 7.0,Mobile,China,Sichuan,Chengdu,117.174.26.38,https://m.sogou.com/bill_cpc?v=1&p=WJeVU0H7919yCFIn4JDPk$qxOhB2IxSLsaNXrLDs7mxGAnPwSZtfrdtKeBM8de841lyApAo$I9lFAHxS9y63J3vUv9pItwnyAjwoUsGS9k6EOI57vp@KW8n8GDqn57jbYi2@0HlOWgg0D2ughBu2dBKrznEVMHBRSVEHs47NtEEM5soeKsT0dm5crgDXTMcmK@dit0PQTUo9ME4EesEnc55mdIHKk,www.wework.cn/page/internetcenter,QQ Browser Mobile 9.4,ads-sogou?utm_campaign=l-sha-高转化全国-WAP?utm_term=写字楼出租,l-sha-高转化全国-WAP?utm_term=写字楼出租,cpc,写字楼出租,,www.wework.cn,?utm_medium=cpc&utm_source=ads-sogou?utm_campaign=l%2Dsha%2D%E9%AB%98%E8%BD%AC%E5%8C%96%E5%85%A8%E5%9B%BD%2DWAP?utm_term=%E5%86%99%E5%AD%97%E6%A5%BC%E5%87%BA%E7%A7%9F,/page/internetcenter,,互联网金融中心
895965914106158,4963992837002624,6432925574109713,2019-06-08 00:06:52.431,2019-06-08 00:06:52.431,Android,Mobile,China,Guangdong,Shenzhen,183.11.73.102,https://m.baidu.com/baidu.php?sc.a00000apJPO0FYNyJltYIrzP4hGnKJgtwaJlvZto7-6knzczMHHTozHDT6EmnfoLaQxZabo92O0wcfzrudFEhpnGxAzI7yI4NHg8BrftS5UmXVs_lWZElDpKowmaVw-Zfj5M4lH9hv_3HYnsCdOKXSfhXkcgkpGs7vteTxo5LINUrKWcxtXgujMPDWnR6c2Qvlpewhw0axv-uS0V4f.7b_NR2Ar5Od6,www.wework.cn/activity/sh_bj_general,Chrome Mobile 61.0.3163,ads-baidu,l-szx-人群词SZ-WAP,cpc,投资基金,真格基金,www.wework.cn,?utm_source=ads-baidu&utm_medium=cpc&utm_term=%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%91&utm_content=%E7%9C%9F%E6%A0%BC%E5%9F%BA%E9%87%91&utm_campaign=l-szx-%E4%BA%BA%E7%BE%A4%E8%AF%8DSZ-WAP&src=Baidu&medium=PPC&ag_kwid=15916-40-22e62bddfcc6380f.f7810b3cd67c937e_m,/activity/sh_bj_general,,WeWork 全球创造者社区，不仅是联合办公
1090513422557421,7921032944331957,2925675700258843,2019-06-08 00:07:14.440,2019-06-08 00:07:13.790,Android,Mobile,China,Beijing,Beijing,223.104.3.32,https://m.baidu.com/baidu.php?url=a00000apJPO0FYNyJ3q9CM0jxIIdWilwY7hP0KDpos_KkuexiaR1oJAuGeS-W0gqgjmMewIpXQvn2NyTkMplxHtGd_HOxmnehPgALQUA2ZNUIqVAzSWIqc3gd6cJx7vQN8g5M0XyeOqnAUAjlfR7f1t0LY-w41WpvkWxKWk9FfW0_3DqO_vUUqLW0dkW5Oc4YgHFW4wMLALnO1EGIf.7b_NR2Ar5Od,www.wework.cn/activity/sh_bj_general,Safari 4.0,ads-baidu,l-pek-高转化词BJ-WAP,cpc,小型办公室出租,通用词,www.wework.cn,?utm_source=ads-baidu&utm_medium=cpc&utm_campaign=l-pek-%E9%AB%98%E8%BD%AC%E5%8C%96%E8%AF%8DBJ-WAP&utm_content=%E9%80%9A%E7%94%A8%E8%AF%8D&utm_term=%E5%B0%8F%E5%9E%8B%E5%8A%9E%E5%85%AC%E5%AE%A4%E5%87%BA%E7%A7%9F,/,,WeWork 全球创造者社区，不仅是联合办公
6613749168768579,7921032944331957,2925675700258843,2019-06-08 00:07:19.918,2019-06-08 00:07:19.918,Android,Mobile,China,Beijing,Beijing,223.104.3.32,https://m.baidu.com/baidu.php?url=a00000apJPO0FYNyJ3q9CM0jxIIdWilwY7hP0KDpos_KkuexiaR1oJAuGeS-W0gqgjmMewIpXQvn2NyTkMplxHtGd_HOxmnehPgALQUA2ZNUIqVAzSWIqc3gd6cJx7vQN8g5M0XyeOqnAUAjlfR7f1t0LY-w41WpvkWxKWk9FfW0_3DqO_vUUqLW0dkW5Oc4YgHFW4wMLALnO1EGIf.7b_NR2Ar5Od,www.wework.cn/activity/sh_bj_general,Safari 4.0,ads-baidu,l-pek-高转化词BJ-WAP,cpc,小型办公室出租,通用词,www.wework.cn,?utm_source=ads-baidu&utm_medium=cpc&utm_term=%E5%B0%8F%E5%9E%8B%E5%8A%9E%E5%85%AC%E5%AE%A4%E5%87%BA%E7%A7%9F&utm_content=%E9%80%9A%E7%94%A8%E8%AF%8D&utm_campaign=l-pek-%E9%AB%98%E8%BD%AC%E5%8C%96%E8%AF%8DBJ-WAP&src=Baidu&medium=PPC&ag_kwid=15916-3-e5cb0f34ffcab28d.f7f9db06d6be07a9_m&renqun_youhua=511675&bd_vid=7706960194993132532,/activity/sh_bj_general,,WeWork 全球创造者社区，不仅是联合办公
6394423651228979,7301243959485492,1729222315852420,2019-06-08 00:07:49.508,2019-06-08 00:07:49.508,Android 7.1.1,Mobile,China,Sichuan,Chengdu,182.144.121.181,http://m.baidu.com/baidu.php?url=a00000apJPO0FYNyJk4AhxFOmKafrgQyBzxPmrhTjK3mxGxF31cntnY77Q8nOIpkiQ7paUgmiPu3xWdyc4MgkyllL0qkyXzsYm3110sHv8nhTzpKMRD4IlsN2zJxGe8Jyp9-FZxFUmY5FU8L1TADkkc0k3ohRX0jOc4TRr_ZWIS10pYfPbjcREhdVOzPkax4hr4lqJn_nce_JWvwJ6.Db_NR2Ar5Od6,www.wework.cn/activity/sh_bj_general,Chrome Mobile 56.0.2924,ads-baidu,l-ctu-通用词CD-WAP,cpc,办公室出租,成都-办公室-出租,www.wework.cn,?utm_source=ads-baidu&utm_medium=cpc&utm_term=%E5%8A%9E%E5%85%AC%E5%AE%A4%E5%87%BA%E7%A7%9F&utm_content=%E6%88%90%E9%83%BD-%E5%8A%9E%E5%85%AC%E5%AE%A4-%E5%87%BA%E7%A7%9F&utm_campaign=l-ctu-%E9%80%9A%E7%94%A8%E8%AF%8DCD-WAP&src=Baidu&medium=PPC&ag_kwid=15916-40-59bc8c70df48eaf8.03eabd9367840844_m,/activity/sh_bj_general,,WeWork 全球创造者社区，不仅是联合办公
7890659364698049,6126765827663030,6810806495437959,2019-06-08 00:08:12.815,2019-06-08 00:08:12.815,Android,Mobile,China,Zhejiang,Hangzhou,36.18.111.90,https://m.baidu.com/baidu.php?sc.a00000apJPO0FYNyJlXMMeBdKt4WorXTA6AmFwYWTFT98ob7pF1lWYZ8ImYvIigvdrDjcy0bKYmz3EjnUCjadQMQrgGq_7J_ROCiMC-BLRupzf0QW7keRQpuWDH2jLmVo-suSzWhRsNXpZD8gtrAXc8y8VRtBJ8K3SE-l18r7RJ6tBdCw83NtDpvkD3oKRM8Rfpl8hqWCIXffLMWTs.Db_NR2Ar5Od6,www.wework.cn/,Chrome 63.0.3239,ads-baidu,l-hgh-高转化词HZ-WAP,cpc,办公室+出租,通用词,www.wework.cn,?utm_source=ads-baidu&utm_medium=cpc&utm_campaign=l-hgh-%E9%AB%98%E8%BD%AC%E5%8C%96%E8%AF%8DHZ-WAP&utm_content=%E9%80%9A%E7%94%A8%E8%AF%8D&utm_term=%E5%8A%9E%E5%85%AC%E5%AE%A4%2B%E5%87%BA%E7%A7%9F,/,,WeWork 全球创造者社区，不仅是联合办公
